what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411955826831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411955827361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411955829949
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1411955831838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411955832110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411955845082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411955881337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411955886949
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1411955886956
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1411955888426
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411955888914
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1411955890453
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1411955893989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411955923147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411956180286
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411956191025
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1411956192242
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411956192324
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411956192370
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411956212314
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1411956225584
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411956249190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411956276019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411956361686
