what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617142753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617161248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617161274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617220824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617225150
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1411617225155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617234135
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1411617257713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617258211
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411617258215
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/ece385/lab7_usb/software/usb_kb/usb_kb.elf] return code: 4, 'other error'",1411617268716
error,log,,,"Downloading ELF Process failed",1411617268720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617268728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617275770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617309791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617321192
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1411617321197
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1411617331792
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411617332293
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/ece385/lab7_usb/software/usb_kb/usb_kb.elf] return code: 4, 'other error'",1411617342744
error,log,,,"Downloading ELF Process failed",1411617342751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617342760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617345470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617348306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617592794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617594161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617792028
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411617795823
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411617798481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617800321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617817574
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1411617821684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617821965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617828913
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411617833904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1411617834911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1411617835060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411617836551
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1411617837419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617837688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617841310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617862108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617868651
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1411617868657
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1411617886188
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411617886687
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/ece385/lab7_usb/software/usb_kb/usb_kb.elf] return code: 4, 'other error'",1411617895790
error,log,,,"Downloading ELF Process failed",1411617895797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617895809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617898946
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1411617903082
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411617903971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617911282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617951924
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1411617951929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617953917
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1411617954479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617954980
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411617954983
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/ece385/lab7_usb/software/usb_kb/usb_kb.elf] return code: 4, 'other error'",1411617964122
error,log,,,"Downloading ELF Process failed",1411617964129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617964142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411617994884
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411618005444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411618294584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411620700261
